"","participant_id","redcap_survey_identifier","consent_form_timestamp","age","wsuwork","studentyn","consent___1","consent_form_complete","explanationexample_timestamp","contact1","multiple1","agecontact1___0","agecontact1___1","agecontact1___2","agecontact1___3","maskcontact1","touchcontact1","contextcontact1___0","contextcontact1___1","contextcontact1___2","contextcontact1___3","contextcontact1___4","contextcontact1___5","locationcontact1","timecontact1","another","contact2","multiple2","agecontact2___0","agecontact2___1","agecontact2___2","agecontact2___3","maskcontact2","touchcontact2","contextcontact2___0","contextcontact2___1","contextcontact2___2","contextcontact2___3","contextcontact2___4","contextcontact2___5","locationcontact2","timecontact2","another_2","contact3","multiple3","agecontact3___0","agecontact3___1","agecontact3___2","agecontact3___3","maskcontact3","touchcontact3","contextcontact3___0","contextcontact3___1","contextcontact3___2","contextcontact3___3","contextcontact3___4","contextcontact3___5","locationcontact3","timecontact3","another_3","contact4","multiple4","agecontact4___0","agecontact4___1","agecontact4___2","agecontact4___3","maskcontact4","touchcontact4","contextcontact4___0","contextcontact4___1","contextcontact4___2","contextcontact4___3","contextcontact4___4","contextcontact4___5","locationcontact4","timecontact4","another_4","contact5","multiple5","agecontact5___0","agecontact5___1","agecontact5___2","agecontact5___3","maskcontact5","touchcontact5","contextcontact5___0","contextcontact5___1","contextcontact5___2","contextcontact5___3","contextcontact5___4","contextcontact5___5","timecontact5","locationcontact5","another_5","contact6","multiple6","agecontact6___0","agecontact6___1","agecontact6___2","agecontact6___3","maskcontact6","touchcontact6","contextcontact6___0","contextcontact6___1","contextcontact6___2","contextcontact6___3","contextcontact6___4","contextcontact6___5","locationcontact6","timecontact6","another_6","contact7","multiple7","agecontact7___0","agecontact7___1","agecontact7___2","agecontact7___3","maskcontact7","touchcontact7","contextcontact7___0","contextcontact7___1","contextcontact7___2","contextcontact7___3","contextcontact7___4","contextcontact7___5","locationcontact7","timecontact7","another_7","contact8","multiple8","agecontact8___0","agecontact8___1","agecontact8___2","agecontact8___3","maskcontact8","touchcontact8","contextcontact8___0","contextcontact8___1","contextcontact8___2","contextcontact8___3","contextcontact8___4","contextcontact8___5","locationcontact8","timecontact8","another_8","contact9","multiple9","agecontact9___0","agecontact9___1","agecontact9___2","agecontact9___3","maskcontact9","touchcontact9","contextcontact9___0","contextcontact9___1","contextcontact9___2","contextcontact9___3","contextcontact9___4","contextcontact9___5","locationcontact9","timecontact9","another_9","contact10","multiple10","agecontact10___0","agecontact10___1","agecontact10___2","agecontact10___3","maskcontact10","touchcontact10","contextcontact10___0","contextcontact10___1","contextcontact10___2","contextcontact10___3","contextcontact10___4","contextcontact10___5","locationcontact10","timecontact10","another_10","explanationexample_complete","additional_questions_timestamp","occupation","essentialjobyn","teachyn","campus_loc","teleworkyn","pullmanyn","npullman","typcialyn","ntypical","covid30","covid30result","covidmonth","covidmonthresult","positiveever","ill30yn","illsigns___0","illsigns___1","illsigns___2","illsigns___3","illsigns___4","illsigns___5","illsigns___6","illsigns___7","illsigns___8","illsigns___9","hcpyn","vaccination___0","vaccination___1","adultvax","adultnovax___1","adultnovax___2","adultnovax___3","childvax","childnovax___1","childnovax___2","childnovax___3","childnovax___4","previousyn","additional_questions_complete","Cont1Total","Cont2Total","Cont3Total","Cont4Total","Cont5Total","Cont6Total","Cont7Total","Cont8Total","Cont9Total","Cont10Total","Contact1location","Contact2location","Contact3location","Contact4location","Contact5location","Contact6location","Contact7location","Contact8location","Contact9location","Contact10location","Faculty","OccType"
"48",122,NA,"2021-11-15 16:16:25",1,1,0,1,2,"2021-11-15 16:18:27","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,1,0,0,0,Neither did,No,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-15 16:19:27","Professor",0,0,0,0,1,NA,1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"49",124,NA,"2021-11-16 09:08:34",1,1,0,1,2,"2021-11-16 09:17:36","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Laborers",1,0,1,0,0,Neither did,No,1,0,0,0,0,0,"Home",0,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",1,1,"Students",1,0,1,0,0,We both did,NA,0,1,0,0,0,0,0,"WSU Campus",1,"Colleagues",1,0,0,1,0,We both did,NA,0,1,0,0,0,0,"WSU Campus",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-16 09:18:49","Professor",1,0,0,0,1,NA,1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,2,2,2,NA,NA,NA,NA,"Faculty","Faculty"
"50",125,NA,"2021-11-16 10:21:07",1,1,0,1,2,"2021-11-16 10:27:50","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",0,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",0,1,"Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,0,"WSU Campus",1,"Colleagues",2,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",0,1,"Laborers",3,0,1,0,0,We both did,No,0,0,0,0,0,1,"Pet Facility",0,1,"Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",1,1,"Colleagues",2,0,0,1,0,We both did,NA,0,1,0,0,0,0,"WSU Campus",1,1,"Friends",NA,0,0,1,0,Neither did,NA,0,0,1,0,0,0,"Restaurant",3,0,2,"2021-11-16 10:28:41","Professor",0,1,0,0,1,NA,1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,0,2,1,1,1,1,1,2,3,1,2,1,1,2,2,2,2,2,6,2,2,3,"Faculty","Faculty"
"51",126,NA,"2021-11-16 11:29:02",1,1,0,1,2,"2021-11-16 11:32:03","Partner",1,0,0,1,0,NA,Yes,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",127,NA,"2021-11-16 11:50:37",1,1,0,1,2,"2021-11-16 11:56:36","Students",25,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",2,1,"Students",27,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",2,1,"Students",50,0,1,0,0,I did some did not,No,0,1,0,0,0,0,"WSU Pullman",2,1,"Laborers",1,0,0,1,0,We both did,No,0,0,0,0,1,0,"Store",0,1,"Laborers",1,0,1,0,0,We both did,No,0,1,0,0,0,0,0,"WSU Pullman",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-16 11:58:09","Instructor",1,1,0,1,1,NA,1,NA,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,0,0,0,0,2,2,25,27,50,1,1,NA,NA,NA,NA,NA,2,2,2,5,2,NA,NA,NA,NA,NA,"Faculty","Faculty"
"53",131,NA,"2021-11-16 12:22:20",1,1,0,1,2,"2021-11-16 16:41:40","Colleagues",1,0,0,0,1,We both did,No,0,1,0,0,0,0,"WSU Pullman",1,1,"Colleagues",1,0,0,1,0,I did they did not,No,0,1,0,0,0,0,"WSU Pullman",1,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",1,1,"Students",2,0,1,1,0,I did some did not,No,0,1,0,0,0,0,"WSU Pullman",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-16 16:44:34","Accounting Career Advisor",0,0,0,0,1,NA,0,"Some days I have group meetings with multiple students and people from off campus.  Some days I grocery shop.",0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,"Staff","Upper Admin"
"54",132,NA,"2021-11-16 12:22:41",1,1,0,1,2,"2021-11-16 12:33:49","Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",1,1,"Students",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Students",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",2,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",0,1,"Colleagues",1,0,0,1,0,Neither did,No,0,1,0,0,0,0,1,"WSU Campus",1,"Laborers",1,0,0,1,0,I did not they did,No,0,0,0,0,1,0,"Store",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,1,1,1,2,1,1,NA,NA,NA,NA,2,2,2,2,2,5,NA,NA,NA,NA,NA,NA
"55",133,NA,"2021-11-16 12:34:54",1,1,0,1,2,"[not completed]","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",135,NA,"2021-11-16 12:49:17",1,1,0,1,2,"2021-11-16 12:52:22","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",0,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",2,1,"Children",1,1,0,0,0,NA,Yes,1,0,0,0,0,0,"Home",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-16 12:53:41","Administrator",0,0,0,0,1,NA,1,NA,0,NA,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,2,1,0,0,0,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"57",136,NA,"2021-11-16 12:56:02",1,1,0,1,2,"2021-11-16 12:59:12","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-16 13:00:48","WSU Staff",0,1,0,0,0,"Palouse, WA",1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,0,0,0,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"58",140,NA,"2021-11-17 09:31:21",1,1,0,1,2,"[not completed]","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",2,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Laborers",1,0,0,1,0,I did not they did,No,0,0,0,1,0,0,"School",0,1,"Students",46,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",2,1,"Colleagues",1,0,0,1,0,I did they did not,No,0,1,0,0,0,0,1,"WSU Pullman",1,"Students",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",0,1,"Colleagues",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",1,1,"Laborers",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",0,1,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,1,2,1,46,1,1,1,1,NA,NA,1,1,4,2,2,2,2,2,NA,NA,NA,NA
"59",142,NA,"2021-11-19 14:24:53",1,1,0,1,2,"2021-11-19 14:29:53","Spouse",1,0,0,0,1,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,0,1,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Friends",1,0,0,1,0,We both did,No,0,0,1,0,0,0,"Restaurant",2,1,"Friends",2,0,0,1,0,Neither did,No,0,0,1,0,0,0,"Outdoors",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-19 14:30:59","Professor",1,1,2,0,0,"Portland, OR",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"60",143,NA,"2021-11-22 09:24:22",1,1,0,1,2,"2021-11-22 09:31:44","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,0,1,0,0,We both did,No,0,0,1,0,0,0,"Restaurant",3,1,"Laborers",2,0,1,0,0,We both did,No,0,0,1,0,0,0,"Restaurant",0,1,"Colleagues",8,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-22 09:34:06","Director of student success center",1,1,0,0,0,"Moscow, ID",0,"Half of Sunday, half of Monday",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,1,2,8,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,"Upper Admin"
"61",146,NA,"2021-11-23 08:40:15",1,1,0,1,2,"2021-11-29 09:50:27","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,0,0,1,0,Neither did,NA,1,0,0,1,0,0,"Home and Car",3,1,"Family Members",1,1,0,0,0,Neither did,Yes,1,0,0,1,0,0,"Home and Car",3,1,"Colleagues",1,0,0,1,0,I did they did not,Yes,0,1,0,0,0,0,"WSU Tri-Cities",0,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,0,"WSU Tri-Cities",1,"Colleagues",1,0,0,0,1,We both did,No,0,1,0,0,0,0,"WSU Tri-Cities",1,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Tri-Cities",1,1,"Colleagues",1,0,0,1,0,We both did,NA,0,1,0,0,0,0,"WSU Tri-Cities",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-29 09:52:06","Principal Assistant",0,0,3,0,0,"Kennewick, WA",1,NA,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,3,1,0,0,0,1,2,1,1,1,1,1,1,1,1,NA,NA,1,1,1,2,2,2,2,2,NA,NA,"Staff","Staff"
"62",148,NA,"2021-11-29 16:26:48",1,1,0,1,2,"2021-11-29 16:28:46","Spouse",1,0,0,1,0,Neither did,NA,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-29 16:29:39","Adjunct Faculty",0,0,1,0,0,"Spokane",1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"63",149,NA,"2021-12-03 13:21:50",1,1,0,1,2,"2021-12-03 13:30:47","Partner",1,0,0,1,0,Neither did,Yes,1,0,1,0,0,0,"Home and Gym",3,1,"Colleagues",12,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Laborers",2,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",3,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Friends",1,0,1,0,0,We both did,Yes,0,0,1,0,0,0,1,"Gym",1,"Strangers",11,0,1,1,0,I did some did not,No,0,0,1,0,0,0,"Gym",2,1,"Students",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",1,1,"Laborers",1,0,0,1,0,We both did,No,0,0,0,0,1,0,"Health Care Facility",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-12-03 13:40:07","Administrative Manager",1,0,0,0,NA,NA,1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,0,2,1,12,2,3,1,11,1,1,NA,NA,1,2,2,2,3,3,2,5,NA,NA,"Staff","Staff"
"64",150,NA,"2021-12-06 13:30:36",1,1,0,1,2,"2021-12-07 08:44:48","Laborers",2,0,0,1,0,Neither did,No,0,0,0,1,0,0,"Potlatch, ID",0,1,"Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Potlatch, ID",0,1,"Laborers",2,0,1,0,0,Neither did,No,0,0,0,0,1,0,"Moscow ID",0,1,"Laborers",2,0,1,0,0,Neither did,No,0,0,0,0,1,0,"Moscow ID",0,1,"Neighbors",2,0,0,1,1,Neither did,No,1,0,0,0,0,0,1,"Princeton, ID",1,"Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Princeton, ID",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-12-07 08:46:36","Academic Administrator",1,1,0,0,0,"Princeton, ID",1,NA,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,0,2,2,1,2,2,2,1,NA,NA,NA,NA,4,1,5,5,1,1,NA,NA,NA,NA,"Staff","Staff"
"65",155,NA,"2021-12-16 23:05:36",1,1,0,1,2,"2021-12-16 23:07:42","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",2,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Laborers",1,0,1,0,0,We both did,No,0,0,0,0,1,0,"Restaurant",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,NA,"Professor",1,0,0,0,1,NA,1,NA,1,2,0,NA,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,4,0,0,0,0,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"66",159,NA,"2022-03-09 16:51:28",1,1,0,1,2,"2022-03-09 16:53:01","Spouse",1,0,0,1,0,Neither did,No,1,0,0,0,0,0,NA,3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 16:54:35","Professor",0,0,0,0,1,NA,1,NA,1,2,0,NA,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
